Title,Media,Pile,Tags,RelativePath,Where,Source
Map Unknown,Image,Maps_General,,Maps_General/bsh2.png,https://drive.google.com/drive/folders/1Uj_KsHQi6KCjVGEjbu4ktRWiHgiZsqVF?usp=sharing,
Contemporary Map,Image,Maps_General,,Maps_General/map_contemporary.jpeg,https://drive.google.com/drive/folders/1Uj_KsHQi6KCjVGEjbu4ktRWiHgiZsqVF?usp=sharing,
Tiergarten Tourist Map,Image,Maps_General,,Maps_General/tiergarten_tourist_map.jpeg,https://drive.google.com/drive/folders/1Uj_KsHQi6KCjVGEjbu4ktRWiHgiZsqVF?usp=sharing,
Monument To Queen Luisa 1890,Image,Monuments,,Monuments/1890_Werner_MonumentToQueenLuisa.png,https://drive.google.com/drive/folders/1LJAeURLxR21K7YpJaB4Ofgleppgi3i8w?usp=sharing,
Reichstag And Victory Column,Image,Monuments,,Monuments/1900_ReichstagAndVictoryColumn.jpg,https://drive.google.com/drive/folders/1LJAeURLxR21K7YpJaB4Ofgleppgi3i8w?usp=sharing,
Farmer By Victory Column 1946,Image,Monuments,,Monuments/Curlis_1946_FarmerByVictoryColumn.jpg,https://drive.google.com/drive/folders/1LJAeURLxR21K7YpJaB4Ofgleppgi3i8w?usp=sharing,
Keith Harring - Boxers 1987,Image,Monuments,,Monuments/KeithHarring_1987_Boxers.jpg,https://drive.google.com/drive/folders/1LJAeURLxR21K7YpJaB4Ofgleppgi3i8w?usp=sharing,
Lenne - Zoological Garden Memorial,Image,Monuments,,Monuments/PeterLenne_ZoologicalGardenMemorial.png,https://drive.google.com/drive/folders/1LJAeURLxR21K7YpJaB4Ofgleppgi3i8w?usp=sharing,
Skeleton Of An Elk,Image,OrganicMatter,,OrganicMatter/10700BC_SkeletonOfAnElk.jpeg,https://drive.google.com/drive/folders/1p3kdtFFOHJuiA_9zIrXa8hnZILMg15B0?usp=sharing,
Tiergarten Homeless Encampment,Image,People,,People/TheLocal_TiergartenHomelessEncampment_2017.jpg,https://drive.google.com/drive/folders/1u0yb7reMF_jvLh-8BamgqHTjbL4bPvHD?usp=sharing,
Reagan - Speech at the Brandenburg Gate,Link,Political,,Political/1987_Reagan_Speech at the Brandenburg Gate.webloc,https://drive.google.com/drive/folders/1Z21RTl5jarKgJDfSS8N1LEvZmvUYW_5P?usp=sharing,
Green Area Speech 1997,Link,Political,,Political/1997_GreenAreaAct_Grünanlagengesetz.webloc,https://drive.google.com/drive/folders/1Z21RTl5jarKgJDfSS8N1LEvZmvUYW_5P?usp=sharing,
Siegesaule,Image,Photographs,,Photographs/1024px-Berlijn_tiergarten_siegesaule.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
In den Zelten,Image,Photographs,,Photographs/1920px-Berlin_In_den_Zelten.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Siegessäule 1884,Image,Photographs,,Photographs/1920px-Berlin_stadtansicht_von_siegessäule_vor_1884.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Tiergarten Photo,Image,Photographs,,Photographs/1920px-Berlin_Tiergarten2.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Tiergarten Photo,Image,Photographs,,Photographs/1920px-Berlin_Tiergarten4.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Tiergarten Photo,Image,Photographs,,Photographs/1920px-Bln_Tiergtn8.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Tiergarten Photo,Image,Photographs,,Photographs/1920px-Bln_Tiergtn9.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Diana statue 1879,Image,Photographs,,Photographs/1920px-Diana_statue_in_the_Tiergarten_Berlin_1879.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Frederick William III memorial,Image,Photographs,,Photographs/1920px-Frederick_William_III_memorial_Berlin_1879.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Rousseauinsel,Image,Photographs,,Photographs/1920px-Rousseauinsel_im_Tiergarten_Berlin_1879.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Siegessaeule,Image,Photographs,,Photographs/1920px-Siegessaeule_Aussicht_10-13_img4_Tiergarten.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Tennis Court in 1900,Image,Photographs,,Photographs/1920px-Tennis_court_in_the_Tiergarten_Berlin_1900.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Tiergarten View,Image,Photographs,,Photographs/1920px-TiergartenView.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Wrangelbrunnen,Image,Photographs,,Photographs/1920px-Wrangelbrunnen_Berlin_1879.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Tiergarten Photo,Image,Photographs,,Photographs/Bln_Tiergtn6.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Bundesarchiv,Image,Photographs,,Photographs/Bundesarchiv_Bild_183-M1015-315_Berlin__Bad__im_Tiergarten.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Bundesarchiv Parzellen,Image,Photographs,,Photographs/Bundesarchiv_Bild_183-M1015-316_Berlin_Parzellen_im_Tiergarten.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Carillon,Image,Photographs,,Photographs/Carillon_Berlin_Tiergarten_2.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Erdmann - Luise Statue,Image,Photographs,,Photographs/Erdmann_Encke-Königin_Luise.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Fritz - Goethe Statue,Image,Photographs,,Photographs/Fritz_Schaper-Goethe-Berlin.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Kongreßhalle,Image,Photographs,,Photographs/Kongreßhalle_Berlin_02a.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Kongreßhalle,Image,Photographs,,Photographs/Kongreßhalle_Berlin_03a.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
Lennéstraße,Image,Photographs,,Photographs/Lennéstraße_Berlin_1879.jpeg,https://drive.google.com/drive/folders/1y2OGEFpwysf1iohXi3qwln1qWrFUS-Af?usp=sharing,
1698 Plan,Image,Plans,,Plans/1024px-Plan_Tiergarten_Berlin_1698.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Unknown Plan,Image,Plans,,Plans/download.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1765,Image,Plans,,Plans/PlanThiergartens_1765.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1743,Image,Plans,,Plans/Plan_Tiergarten_Berlin_1743.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1793,Image,Plans,,Plans/Plan_Tiergarten_Berlin_1793.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1837,Image,Plans,,Plans/Plan-of-Tiergarten-by-Lenne-1837.png,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1765,Image,Plans,,Plans/thiergarten_vor_berlin_1765.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1656,Image,Plans,,Plans/tiergarten_1656.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1833,Image,Plans,,Plans/Tiergarten_1833.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan Lenne,Image,Plans,,Plans/tiergarten_lenne.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1835,Image,Plans,,Plans/Tiergarten-Plan_von_Lenné_1835_02.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1835,Image,Plans,,Plans/Tiergarten-Plan_von_Lenné_1835_03.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1835,Image,Plans,,Plans/Tiergarten-Plan_von_Lenné_1835_04.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
Plan 1835,Image,Plans,,Plans/Tiergarten-Plan_von_Lenné_1835_06.jpeg,https://drive.google.com/drive/folders/1yFN1JiYvXFnTkspJVBzj4rIUOBnLkmzZ?usp=sharing,
History of the Linden Trees,Link,PlantingSpecies,,PlantingSpecies/HistoryoftheLindenTreeinBelrin.webloc,https://drive.google.com/drive/folders/1WjYwdkXNCgF8VR7QUAe4mewUeEd4Zxnz?usp=sharing,
Urban Forests,PDF,PlantingSpecies,,PlantingSpecies/JEscacena_Urban Forests.pdf,https://drive.google.com/drive/folders/1WjYwdkXNCgF8VR7QUAe4mewUeEd4Zxnz?usp=sharing,
Tree Population Map,Link,PlantingSpecies,,PlantingSpecies/TreePopulationMapbyDistrict.webloc,https://drive.google.com/drive/folders/1WjYwdkXNCgF8VR7QUAe4mewUeEd4Zxnz?usp=sharing,
Septembermorgen,Link,Poems,,Poems/Edward Morike_Septembermorgen_ DerTiergartenBerlinHerbstNotizen.webloc,https://drive.google.com/drive/folders/1mETc8CHbojxJIs1BFNDWTjbZKVcrRzkm?usp=sharing,
Larry Levy,Image,Poems,,Poems/LarryLevy_Tiergarten.png,https://drive.google.com/drive/folders/1mETc8CHbojxJIs1BFNDWTjbZKVcrRzkm?usp=sharing,
Reichstag with Sinti and Roma Memorial,Image,Reichstag,,Reichstag/Photo_ReichstagwithSintiandRomaMemorial.jpeg,https://drive.google.com/drive/folders/1sNw6x3P0zy4dg2eowC-uEqojYCP8pHB-?usp=sharing,
Mini Reichstag,PDF,Reichstag,,Reichstag/AndrewRoth_RussianMilitaryBuildingMini-Reichstag_2017.pdf,https://drive.google.com/drive/folders/1sNw6x3P0zy4dg2eowC-uEqojYCP8pHB-?usp=sharing,
Marathon Spectators Map,Image,Routes,,Routes/BerlinMarathon_SpectatorsMap.jpg,https://drive.google.com/drive/folders/11YSa47vXA0qauO0qvzmCqX5tJM62rHwA?usp=sharing,
Berlin Marathon Route,Image,Routes,,Routes/BerlinMarathonRoute.png,https://drive.google.com/drive/folders/11YSa47vXA0qauO0qvzmCqX5tJM62rHwA?usp=sharing,
Berlin Marathon Route,Link,Routes,,Routes/Route2019_CSDBerlin.webloc,https://drive.google.com/drive/folders/11YSa47vXA0qauO0qvzmCqX5tJM62rHwA?usp=sharing,
Running Map,Image,Routes,,Routes/TiergartenRunningMap.png,https://drive.google.com/drive/folders/11YSa47vXA0qauO0qvzmCqX5tJM62rHwA?usp=sharing,
Tunnel Route,PDF,Routes,,Routes/TiergartenTunnel_BartlettProject.pdf,https://drive.google.com/drive/folders/11YSa47vXA0qauO0qvzmCqX5tJM62rHwA?usp=sharing,
Park Rules,PDF,Rules,,Rules/CityOfBerlin_ParkRules_2021.pdf,https://drive.google.com/drive/folders/1dtu6b-fxhEvZFFFvr9X2AkosEOiEkhI2?usp=sharing,
Sense 8,Link,Sense8,,Sense8/SenseEight.html,https://drive.google.com/drive/folders/1iGmUvxswLt0tiC2WMxdErql0RL9dgS6w?usp=sharing,
List Siegesallee Sculptors,Image,Siegesalle_Statues,,Siegesalle_Statues/ListSiegesalleeSculptors.png,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
Article - Kaiser Victory Statues,Link,Siegesalle_Statues,,Siegesalle_Statues/Article_KaiserVictoryStatues_2014.webloc,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
Compilation - Siegesalle Statues List,Link,Siegesalle_Statues,,Siegesalle_Statues/Compilation_SiegesalleStatuesList.webloc,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
Siegesallee,Link,Siegesalle_Statues,,Siegesalle_Statues/Entry_SiegesalleeOverview.webloc,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
Stemmle - Ballad of Berlin,Link,Siegesalle_Statues,,Siegesalle_Statues/NeumannStemmle_BalladofBerlin_berliner_1948.webloc,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
1902 Postcard,Image,Siegesalle_Statues,,Siegesalle_Statues/postcard_SiegesalleeinTiergarten_1902.jpeg,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
Statues Stereograph 1902,Image,Siegesalle_Statues,,Siegesalle_Statues/stereograph_SiegesalleeStatues_1902.tif,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
Statues Stereograph 1900,Image,Siegesalle_Statues,,Siegesalle_Statues/Stereograph_SiegesAlleeThierGarten_1900.png,https://drive.google.com/drive/folders/1hZmXToHrYtt-ZpFq6w7MnDKjDh4oS_HQ?usp=sharing,
Postcard,Image,Siegesallee,,Siegesallee/postcard_SiegesalleeinTiergarten.jpeg,https://drive.google.com/drive/folders/1mB5daUID7cuY66scNH79e_PoorYF675r?usp=sharing,
1902 Siegesalle Plan,Image,Siegesallee,,Siegesallee/Siegesallee_Plan_1902.jpeg,https://drive.google.com/drive/folders/1mB5daUID7cuY66scNH79e_PoorYF675r?usp=sharing,
Sinti and Roma for their Holocaust,Link,SintiAndRomaMemorial,,SintiAndRomaMemorial/LuisavonRichthofen_SintiandRomaFearfortheirHolocaustMemorialinBerlin_2020.webloc,https://drive.google.com/drive/folders/1RAKF6-kpJ8wvGtQEKwts45TBn8hF7_ef?usp=sharing,
Memorial Opening with Merkel,Image,SintiAndRomaMemorial,,SintiAndRomaMemorial/John Macdougall_OpeningofSintiandRomaMemorialwithMerkel_2012.jpeg,https://drive.google.com/drive/folders/1RAKF6-kpJ8wvGtQEKwts45TBn8hF7_ef?usp=sharing,
Dani Karavan,Image,SintiAndRomaMemorial,,SintiAndRomaMemorial/DaniKaravan_MemorialtotheSintiandRomaVictimsofNationalSocialism_2012.jpeg,https://drive.google.com/drive/folders/1RAKF6-kpJ8wvGtQEKwts45TBn8hF7_ef?usp=sharing,
Rufus Wainwright - YouTube,Link,Songs,,Songs/Tiergarten_Rufus Wainwright_YouTube.webloc,https://drive.google.com/drive/folders/1WJLCv0QhXIFmR46GxWkjzPIqms-NZoof?usp=sharing,
Terrorgruppe - Spotify,Link,Songs,,Songs/Terrorgruppe_Tiergarten.webloc,https://drive.google.com/drive/folders/1WJLCv0QhXIFmR46GxWkjzPIqms-NZoof?usp=sharing,
TangerineDream - Spotify,Link,Songs,,Songs/TangerineDream_Tiergarten.webloc,https://drive.google.com/drive/folders/1WJLCv0QhXIFmR46GxWkjzPIqms-NZoof?usp=sharing,
Stromung - Spotify,Link,Songs,,Songs/Stromung_Tiergarten.webloc,https://drive.google.com/drive/folders/1WJLCv0QhXIFmR46GxWkjzPIqms-NZoof?usp=sharing,
MBR - Spotify,Link,Songs,,Songs/MBR_Tiergarten.webloc,https://drive.google.com/drive/folders/1WJLCv0QhXIFmR46GxWkjzPIqms-NZoof?usp=sharing,
ElectroniteProject - Spotify,Link,Songs,,Songs/ElectroniteProject_Tiergarten.webloc,https://drive.google.com/drive/folders/1WJLCv0QhXIFmR46GxWkjzPIqms-NZoof?usp=sharing,
BrassRiot - Spotify,Link,Songs,,Songs/BrassRiot_Tiergarten.webloc,https://drive.google.com/drive/folders/1WJLCv0QhXIFmR46GxWkjzPIqms-NZoof?usp=sharing,
Sounds Of Waterfall - Youtube,Link,Sounds,,Sounds/SoundsOfWaterfall_Youtube.htm,https://drive.google.com/drive/folders/1BN734qN53y32oLxcytak1N3vVaWTC4Dn?usp=sharing,
Site sounds - Soundcloud,Link,Sounds,,Sounds/SoundsOfTheTiergarten_Soundcloud.htm,https://drive.google.com/drive/folders/1BN734qN53y32oLxcytak1N3vVaWTC4Dn?usp=sharing,
Site sounds - Youtube,Link,Sounds,,Sounds/2012_TierparkAnimalsZooAmbience_youtube.htm,https://drive.google.com/drive/folders/1BN734qN53y32oLxcytak1N3vVaWTC4Dn?usp=sharing,
Soviet Memorial 1981,Image,Soviet_Memorial,,Soviet_Memorial/SovietMemorial_1981.jpeg,https://drive.google.com/drive/folders/1LugxagUL8iOG_d7Ui0V6RKLLJPD56R83?usp=sharing,
Public Posting in 2017 from 1945,Image,Soviet_Memorial,,Soviet_Memorial/PublicPosting_Soviet Memorial_2017_1945.jpeg,https://drive.google.com/drive/folders/1LugxagUL8iOG_d7Ui0V6RKLLJPD56R83?usp=sharing,
Public Posting from 1945,Image,Soviet_Memorial,,Soviet_Memorial/PublicPosting_Soviet Memorial_1945.jpeg,https://drive.google.com/drive/folders/1LugxagUL8iOG_d7Ui0V6RKLLJPD56R83?usp=sharing,
Soviet Officers at Memorial 1982,Image,Soviet_Memorial,,Soviet_Memorial/Photo_SovietOfficersatMemorial_1982.jpeg,https://drive.google.com/drive/folders/1LugxagUL8iOG_d7Ui0V6RKLLJPD56R83?usp=sharing,
The Package 1989,Image,Soviet_Memorial,,Soviet_Memorial/Film_thepackage_1989.jpeg,https://drive.google.com/drive/folders/1LugxagUL8iOG_d7Ui0V6RKLLJPD56R83?usp=sharing,
Tree Carving 2015,Image,StandByMe_Trees,,StandByMe_Trees/TreeCarving_StandByMeTrees_2015.jpeg,https://drive.google.com/drive/folders/1WGRIockvxYM682A0bItXFaTNkZY5trxg?usp=sharing,
Stand By Me Trees,Image,StandByMe_Trees,,StandByMe_Trees/Bauch_StandByMeTrees_2021.jpeg,https://drive.google.com/drive/folders/1WGRIockvxYM682A0bItXFaTNkZY5trxg?usp=sharing,
Stand By Me Trees,Image,StandByMe_Trees,,StandByMe_Trees/Bauch_StandByMeTrees_2021_03.jpeg,https://drive.google.com/drive/folders/1WGRIockvxYM682A0bItXFaTNkZY5trxg?usp=sharing,
Stand By Me Trees,Image,StandByMe_Trees,,StandByMe_Trees/Bauch_StandByMeTrees_2021_02.jpeg,https://drive.google.com/drive/folders/1WGRIockvxYM682A0bItXFaTNkZY5trxg?usp=sharing,
Berlin Tourism Statistics,Image,Statistics,,Statistics/Statista_BerlinTouristStatistics_205-2019.png,https://drive.google.com/drive/folders/1q2WyKDYiJvr2r7j2thcS01w0uXpHrBAD?usp=sharing,
Tourism Projected Statistic,Image,Statistics,,Statistics/BerlinTourismProject_TourismStatisticsGeneral_2008-2020.png,https://drive.google.com/drive/folders/1q2WyKDYiJvr2r7j2thcS01w0uXpHrBAD?usp=sharing,
Population Statistic,Image,Statistics,,Statistics/BerlinPopulationStatistic.png,https://drive.google.com/drive/folders/1q2WyKDYiJvr2r7j2thcS01w0uXpHrBAD?usp=sharing,
1768 Tents,Image,Tents,,Tents/1768_Chodowiecki_AttheTentsinBerlinsTiergarten.jpeg,https://drive.google.com/drive/folders/1MXLqSupqavNRrJtC3xcke8LsgVfWKvEw?usp=sharing,
Dachsunds Carriage,Image,Visitors,,Visitors/DachsundsCarriage_2900.jpeg,https://drive.google.com/drive/folders/1DgbeOr0uabMPNaLdhxBQxnMC4a02tbkm?usp=sharing,
Woman in Coat 1921,Image,Visitors,,Visitors/1921_Bresser_PhotographofWomaninCoat.jpeg,https://drive.google.com/drive/folders/1DgbeOr0uabMPNaLdhxBQxnMC4a02tbkm?usp=sharing,
Corinth 1920,Image,Waterways,,Waterways/Corinth_ViewoftheTiergarten_1920.png,https://drive.google.com/drive/folders/1CDmDNLS8mRHGZXEsgqqKqGBR7qIPtr7W?usp=sharing,
Corinth 1908,Image,Waterways,,Waterways/Corinth_DerNeueSeeimBerlinerTiergarten_1908.jpeg,https://drive.google.com/drive/folders/1CDmDNLS8mRHGZXEsgqqKqGBR7qIPtr7W?usp=sharing,
Corinth Zoo 1920,Image,Waterways,,Waterways/Corinth_At the Zoo_1920.jpeg,https://drive.google.com/drive/folders/1CDmDNLS8mRHGZXEsgqqKqGBR7qIPtr7W?usp=sharing,
Paulvorgang 1896,Image,Waterways,,Waterways/1896_Paulvorgang_AutumnEvening.jpeg,https://drive.google.com/drive/folders/1CDmDNLS8mRHGZXEsgqqKqGBR7qIPtr7W?usp=sharing,
WWII Aftermath 1949,Image,WWII,,WWII/PressPhotograph_AerialTiergartenDestruction_1949.jpeg,https://drive.google.com/drive/folders/1QkfCYFseOxzOA659gJylHQDHSABIx0OS?usp=sharing,
Zoo Rubble 1945,Image,Zoo,,Zoo/zooRubble1945.jpg,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,
Zoo Before The War,Image,Zoo,,Zoo/zooBeforeTheWar.jpg,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,
Zoo Ad ,Image,Zoo,,Zoo/JuluiusKlinger_ZooAdPicture.jpg,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,
German Zoo Visits Statistics,Image,Zoo,,Zoo/GermanZooVisits2018.png,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,
Berlin Zoo Visits Statistics,Image,Zoo,,Zoo/BerlinZooVisits2015_2018.png,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,
Berlin Zoo Logo,Image,Zoo,,Zoo/BerlinZoo_Logo.jpg,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,
Anti Aicraft On Zoo Tower,Image,Zoo,,Zoo/AntiAicraftOnZooTower.jpg,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,
Share Of The Zoo,Image,Zoo,,Zoo/1909_ShareOfTheZoo.jpeg,https://drive.google.com/drive/folders/1HiMX7DO64AdwN8_UrNJjGjbx84CKzHqT?usp=sharing,